timestamp,pm25,pm10,NO (ug/m3),no2,NOx (ppb),NH3 (ug/m3),so2,co,o3,AT (degC),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),latitude,longitude,station
2024-07-16 16:00:00,29.0,64.0,2.9,17.025,11.425,41.0,12.425,0.2175,20.1,37.475,52.5,0.3,198.75,57.25,742.0,0.0725,28.5601,77.1835,RK_Puram
2024-07-16 17:00:00,35.0,69.0,5.025,12.9,10.925,35.125,12.375,0.22,31.166666666666668,36.625,55.25,0.3,187.0,39.75,742.0,0.1775,28.5601,77.1835,RK_Puram
2024-07-16 18:00:00,38.0,66.0,3.575,27.35,17.45,29.45,13.0,0.5025000000000001,39.0,35.9,56.75,0.3,179.75,23.5,742.0,0.29,28.5601,77.1835,RK_Puram
2024-07-16 19:00:00,45.0,95.0,4.1,28.05,18.225,27.05,13.625,0.64,64.15,34.9,60.5,0.3,184.75,7.0,742.0,0.295,28.5601,77.1835,RK_Puram
2024-07-16 20:00:00,45.0,99.0,5.0,40.25,25.45,25.925,12.725,0.745,46.6,34.175,63.5,0.3,185.25,6.0,741.5,-0.6325000000000001,28.5601,77.1835,RK_Puram
2024-07-16 21:00:00,52.0,95.0,5.0,37.125,23.8,27.425,13.125,0.91,,33.975,66.5,0.3,168.0,6.0,741.5,-0.725,28.5601,77.1835,RK_Puram
2024-07-16 22:00:00,80.0,147.0,8.825,48.15,32.775,28.75,14.233333333333334,0.98,,33.075,72.5,0.3,145.0,6.0,742.0,-0.5275000000000001,28.5601,77.1835,RK_Puram
2024-07-16 23:00:00,80.0,157.0,10.6,46.2,33.2,34.525,17.575,1.165,,32.9,72.75,0.3,164.5,6.0,741.75,-0.5975,28.5601,77.1835,RK_Puram
2024-07-17 00:00:00,69.0,162.0,5.550000000000001,34.55,22.9,51.075,19.0,0.7475,6.9,32.8,71.75,0.3,184.0,5.75,741.75,-1.9425,28.5601,77.1835,RK_Puram
2024-07-17 01:00:00,68.0,129.0,4.925,35.625,22.95,43.1,18.825,0.6525000000000001,,32.45,72.0,0.3,187.0,6.0,742.0,-0.0174999999999999,28.5601,77.1835,RK_Puram
2024-07-17 02:00:00,47.0,118.0,3.125,18.6,12.425,33.275,16.025,0.485,137.4,31.9,73.0,0.3,202.0,6.0,742.0,0.175,28.5601,77.1835,RK_Puram
2024-07-17 03:00:00,45.0,88.0,4.325,14.9,11.425,26.575,12.0,0.5025,98.875,31.325,74.5,0.3,175.75,6.0,742.0,0.26,28.5601,77.1835,RK_Puram
2024-07-17 04:00:00,48.0,86.0,3.875,13.8,10.5,23.3,8.275,0.2024999999999999,28.4,30.925,75.75,0.3,209.25,6.0,741.25,-0.5475,28.5601,77.1835,RK_Puram
2024-07-17 05:00:00,61.0,90.0,4.7,14.525,11.55,25.05,9.975,0.4,18.05,30.425,77.5,0.3,190.25,6.0,740.5,-1.58,28.5601,77.1835,RK_Puram
2024-07-17 06:00:00,58.0,97.0,4.625,9.8,9.0,29.6,10.1,0.4,31.96666666666667,30.225,78.5,0.3,193.5,25.75,741.0,-0.6925,28.5601,77.1835,RK_Puram
2024-07-17 07:00:00,51.0,78.0,6.25,13.0,11.975,35.2,10.025,0.4175,16.775,31.45,76.25,0.3,199.0,168.5,742.0,-0.0175,28.5601,77.1835,RK_Puram
2024-07-17 08:00:00,56.0,81.0,6.0,13.775,12.2,50.525,14.4,0.66,4.8,33.425,71.75,0.3,194.75,293.75,742.75,-0.76,28.5601,77.1835,RK_Puram
2024-07-17 09:00:00,45.0,100.0,5.425,15.325,12.575,34.5,15.825,0.7575,126.1,34.45,68.75,0.3,215.25,282.75,742.0,0.14,28.5601,77.1835,RK_Puram
2024-07-17 10:00:00,39.0,72.0,4.325,16.275,12.2,25.95,14.275,0.385,134.125,35.325,65.25,0.3,200.0,245.0,742.0,0.2925,28.5601,77.1835,RK_Puram
2024-07-17 11:00:00,44.0,81.0,4.375,12.2,10.075,25.525,13.65,0.09,147.275,37.275,59.75,0.3,187.25,279.25,742.0,0.38,28.5601,77.1835,RK_Puram
2024-07-17 12:00:00,42.0,84.0,4.300000000000001,10.3,8.975,24.65,11.45,0.285,71.7,36.675,61.0,0.3,186.25,237.25,742.0,0.1549999999999999,28.5601,77.1835,RK_Puram
2024-07-17 13:00:00,38.0,64.0,3.625,12.875,9.825,23.225,10.6,0.4475,10.875,37.475,56.5,0.3,188.25,181.75,742.0,0.0125,28.5601,77.1835,RK_Puram
2024-07-17 14:00:00,35.0,70.0,4.05,20.9,14.4,22.725,10.425,0.51,9.25,34.875,61.0,0.3,182.0,66.25,742.0,0.0824999999999999,28.5601,77.1835,RK_Puram
2024-07-17 15:00:00,31.0,78.0,5.15,27.3,18.7,28.95,8.375,0.5775,,33.05,70.25,0.3,165.25,58.75,742.0,-0.275,28.5601,77.1835,RK_Puram
2024-07-17 16:00:00,48.0,79.0,5.925,29.025,20.3,48.125,14.55,0.4125,58.4,33.724999999999994,70.25,0.3,163.5,68.0,744.25,-1.865,28.5601,77.1835,RK_Puram
2024-07-17 17:00:00,33.0,113.0,4.125,20.35,14.175,40.0,17.375,0.4375,83.975,33.925,68.5,0.3,174.0,39.25,742.0,-0.2125,28.5601,77.1835,RK_Puram
2024-07-17 18:00:00,28.0,73.0,5.025,27.425,18.7,27.5,13.55,0.5974999999999999,44.9,33.65,69.5,0.3,149.5,18.25,742.0,0.245,28.5601,77.1835,RK_Puram
2024-07-17 19:00:00,38.0,90.0,5.475,30.175,20.5,25.2,12.25,0.8025,30.35,32.95,70.75,0.3,156.75,6.75,742.0,0.3375,28.5601,77.1835,RK_Puram
2024-07-17 20:00:00,41.0,101.0,8.225,39.4,27.65,22.125,9.175,0.745,26.0,32.25,73.0,0.3,171.0,6.0,741.5,-0.105,28.5601,77.1835,RK_Puram
2024-07-17 21:00:00,55.0,111.0,6.925000000000001,37.125,25.35,24.425,10.575,0.915,,32.225,74.0,0.3,205.5,6.0,741.0,-0.8825000000000001,28.5601,77.1835,RK_Puram
2024-07-17 22:00:00,59.0,122.0,5.825,38.175,25.025,25.65,9.575,0.6725,,31.95,74.75,0.3,195.0,6.0,741.25,-0.5825,28.5601,77.1835,RK_Puram
2024-07-17 23:00:00,68.0,139.0,5.1000000000000005,32.55,21.425,31.2,10.775,0.73,,31.4,77.5,0.3,195.25,6.0,741.5,-0.535,28.5601,77.1835,RK_Puram
2024-07-18 00:00:00,72.0,133.0,7.65,31.725,23.1,46.625,17.275,0.6225,,31.625,76.25,0.3,150.0,6.0,742.75,-2.0875000000000004,28.5601,77.1835,RK_Puram
2024-07-18 01:00:00,59.0,151.0,10.325,60.475,40.55,44.6,24.95,0.7366666666666667,90.95,31.125,77.5,0.3,156.25,6.0,741.75,-0.375,28.5601,77.1835,RK_Puram
2024-07-18 02:00:00,52.0,117.0,7.825,36.875,25.95,32.050000000000004,19.425,0.5325,46.025,31.075000000000003,78.0,0.3,150.75,6.0,742.0,0.4575,28.5601,77.1835,RK_Puram
2024-07-18 03:00:00,42.0,85.0,5.5,21.4,15.825,25.5,18.125,0.3925,14.675,30.85,78.0,0.3,182.25,6.0,742.0,0.49,28.5601,77.1835,RK_Puram
2024-07-18 04:00:00,46.0,75.0,4.025,22.4,15.2,21.775,13.8,0.3075,13.7,30.5,79.5,0.3,203.25,6.0,741.5,-0.1324999999999999,28.5601,77.1835,RK_Puram
2024-07-18 05:00:00,67.0,89.0,4.975,21.725,15.625,23.825,13.85,0.4625,,30.175,81.5,0.3,184.25,6.25,741.25,-0.7475,28.5601,77.1835,RK_Puram
2024-07-18 06:00:00,81.0,114.0,6.7250000000000005,17.775,14.9,23.65,16.2,0.46,,30.175,82.5,0.3,205.5,27.75,741.75,-0.4349999999999999,28.5601,77.1835,RK_Puram
2024-07-18 07:00:00,105.0,125.0,8.075,20.825,17.625,29.55,17.425,0.5425,,31.325,79.25,0.3,191.25,104.25,742.0,-0.0049999999999999,28.5601,77.1835,RK_Puram
2024-07-18 08:00:00,84.0,136.0,6.949999999999999,24.875,18.925,44.2,21.65,0.63,21.5,32.05,75.75,0.3,216.5,136.0,743.25,-1.5375,28.5601,77.1835,RK_Puram
2024-07-18 09:00:00,68.0,129.0,4.8,20.4,14.75,33.125,23.85,0.7250000000000001,64.75,35.275,67.25,0.3,189.25,329.75,742.0,0.4125,28.5601,77.1835,RK_Puram
2024-07-18 10:00:00,61.0,110.0,5.300000000000001,20.425,15.175,25.2,20.8,0.5375,26.4,36.3,63.25,0.3,197.25,275.75,742.0,0.6825,28.5601,77.1835,RK_Puram
2024-07-18 11:00:00,66.0,111.0,5.5,20.075,15.125,24.525,19.425,0.4525,32.425,35.65,65.25,0.3,186.75,185.25,742.0,0.65,28.5601,77.1835,RK_Puram
2024-07-18 12:00:00,56.0,111.0,4.775,15.675,12.225,24.475,16.425,0.4575,75.5,36.55,63.0,0.3,189.5,213.25,742.0,0.5825,28.5601,77.1835,RK_Puram
2024-07-18 13:00:00,67.0,111.0,5.074999999999999,19.675,14.6,22.25,14.5,0.5475,15.125,30.200000000000003,75.5,0.35,174.25,50.25,761.75,-0.3475,28.5601,77.1835,RK_Puram
2024-07-18 14:00:00,29.0,53.0,9.25,34.7,25.975,24.475,11.825,0.6375,10.4,26.975,87.0,0.3,208.75,58.5,768.25,-3.9675,28.5601,77.1835,RK_Puram
2024-07-18 15:00:00,35.0,44.0,10.475,50.325,35.25,29.65,13.45,1.075,8.025,28.2,85.75,0.3,206.75,62.0,753.25,-5.805,28.5601,77.1835,RK_Puram
2024-07-18 16:00:00,45.0,94.0,7.175000000000001,59.35,37.4,53.175,19.025,0.8275,95.275,29.5,80.0,0.3,196.75,72.0,744.25,-6.0325,28.5601,77.1835,RK_Puram
2024-07-18 17:00:00,53.0,114.0,5.15,42.35,26.725,48.75,26.200000000000003,1.065,80.275,29.775,81.25,0.3,209.25,26.0,742.0,-3.93,28.5601,77.1835,RK_Puram
2024-07-18 18:00:00,46.0,113.0,4.95,25.675,17.675,29.35,20.125,0.86,38.1,29.525,83.25,0.3,193.75,19.0,742.0,-4.2,28.5601,77.1835,RK_Puram
2024-07-18 19:00:00,46.0,78.0,6.75,36.925,25.175,23.65,18.2,0.855,31.075,29.05,84.5,0.3,200.0,7.25,742.0,-2.375,28.5601,77.1835,RK_Puram
2024-07-18 20:00:00,73.0,118.0,9.625,44.375,31.425,23.0,17.9,1.1175,25.6,28.8,85.0,0.3,182.5,6.0,742.0,-1.77,28.5601,77.1835,RK_Puram
2024-07-18 21:00:00,88.0,124.0,14.625,43.925,35.25,25.55,18.0,1.36,3.475,28.475,83.25,0.3,208.25,6.0,742.0,-1.4,28.5601,77.1835,RK_Puram
2024-07-18 22:00:00,39.0,84.0,9.275,42.45,30.15,27.75,16.25,1.0275,2.7,28.45,81.5,0.3,163.0,6.0,742.0,-0.935,28.5601,77.1835,RK_Puram
2024-07-18 23:00:00,55.0,88.0,5.025,46.925,29.05,33.85,15.675,0.6799999999999999,0.2,28.4,82.75,0.3,229.75,6.0,742.0,-0.8175,28.5601,77.1835,RK_Puram
2024-07-19 00:00:00,66.0,91.0,15.025,61.525,44.975,52.7,17.025,0.775,61.23333333333334,27.975,85.5,0.3,165.5,5.5,740.0,-3.075,28.5601,77.1835,RK_Puram
2024-07-19 01:00:00,68.0,122.0,36.7,45.175,53.875,68.025,27.575,0.935,54.75,27.725,87.0,0.3,121.0,6.0,739.25,-3.4225,28.5601,77.1835,RK_Puram
2024-07-19 02:00:00,79.0,149.0,42.05,23.375,46.6,41.15,22.35,1.185,23.3,27.775,88.0,0.3,138.5,6.0,742.0,-0.8775,28.5601,77.1835,RK_Puram
2024-07-19 03:00:00,34.0,81.0,40.425,14.9,40.825,29.075,18.775,0.9275,,27.65,88.75,0.3,152.5,6.0,742.0,-1.02,28.5601,77.1835,RK_Puram
2024-07-19 04:00:00,50.0,84.0,54.5,16.775,53.25,24.825,14.475,1.09,,27.65,89.0,0.3,176.5,6.0,742.0,-1.415,28.5601,77.1835,RK_Puram
2024-07-19 05:00:00,66.0,90.0,69.525,20.875,67.625,28.25,17.1,1.3325,,27.4,89.5,0.3,164.75,6.5,742.0,-1.77,28.5601,77.1835,RK_Puram
2024-07-19 06:00:00,53.0,116.0,70.55,19.25,67.575,31.65,19.45,1.5025,,27.675,89.5,0.3,157.5,21.25,742.0,-1.23,28.5601,77.1835,RK_Puram
2024-07-19 07:00:00,167.0,201.0,23.95,34.0,37.55,33.575,25.15,1.225,,29.3,86.25,0.3,156.75,98.75,742.0,-0.655,28.5601,77.1835,RK_Puram
2024-07-19 08:00:00,163.0,216.0,10.4,42.025,30.8,46.975,24.575,0.9,,31.45,79.75,0.3,180.5,203.0,741.0,-2.7025,28.5601,77.1835,RK_Puram
2024-07-19 09:00:00,102.0,167.0,9.625,91.325,56.375,42.275,29.325,1.0325,,33.4,71.25,0.3,193.5,281.0,741.25,-1.0325,28.5601,77.1835,RK_Puram
2024-07-19 10:00:00,94.0,140.0,5.925,29.4,20.425,27.7,22.225,0.795,,34.825,68.5,0.3,174.5,278.0,742.0,0.03,28.5601,77.1835,RK_Puram
2024-07-19 11:00:00,110.0,147.0,4.0,25.075,16.575000000000003,24.275,20.675,0.415,,35.05,67.25,0.3,177.75,210.0,742.0,0.0225,28.5601,77.1835,RK_Puram
2024-07-19 12:00:00,107.0,152.0,5.775,24.825,17.9,26.175,18.1,0.4575,,35.05,66.5,0.3,176.0,157.25,742.0,-0.0699999999999999,28.5601,77.1835,RK_Puram
2024-07-19 13:00:00,140.0,189.0,3.475,23.425,15.225,25.575,16.425,0.6175,0.9,34.95,66.5,0.3,186.5,134.75,742.0,-0.3625,28.5601,77.1835,RK_Puram
2024-07-19 14:00:00,143.0,172.0,5.199999999999999,23.025,16.45,27.375,18.625,0.475,0.7,34.725,66.75,0.3,194.5,134.5,742.0,-0.1025,28.5601,77.1835,RK_Puram
2024-07-19 15:00:00,123.0,161.0,3.5500000000000003,20.0,13.525,31.950000000000003,18.05,0.425,2.333333333333333,34.5,68.5,0.3,195.5,111.75,742.0,0.0175,28.5601,77.1835,RK_Puram
2024-07-19 16:00:00,100.0,145.0,5.025,20.325,14.925,46.45,20.575,0.7275,,33.95,70.5,0.3,196.5,80.5,742.5,-1.92,28.5601,77.1835,RK_Puram
2024-07-19 17:00:00,72.0,161.0,4.275,21.575,14.95,34.375,22.825,1.165,,33.1,73.5,0.3,193.25,48.5,742.0,0.0475,28.5601,77.1835,RK_Puram
2024-07-19 18:00:00,77.0,130.0,4.575,20.475,14.675,26.725,20.525,0.73,,31.725,76.75,0.325,202.0,19.25,742.0,0.235,28.5601,77.1835,RK_Puram
2024-07-19 19:00:00,73.0,119.0,4.2,21.0,14.625,23.275,18.375,0.4575,,30.825,79.25,0.3,199.25,6.75,742.0,0.0825,28.5601,77.1835,RK_Puram
2024-07-19 20:00:00,86.0,125.0,3.95,18.75,13.175,22.05,15.775,0.4875,,30.375,80.75,0.3,210.5,6.0,741.25,-0.5774999999999999,28.5601,77.1835,RK_Puram
2024-07-19 21:00:00,107.0,139.0,4.725,18.125,13.5,22.7,15.225,0.5575,1.0,29.925,82.25,0.3,218.5,6.0,740.75,-1.525,28.5601,77.1835,RK_Puram
2024-07-19 22:00:00,130.0,162.0,4.825,18.65,13.85,22.35,17.4,0.815,1.4666666666666668,29.4,83.75,0.3,218.75,6.0,741.75,-0.765,28.5601,77.1835,RK_Puram
2024-07-19 23:00:00,94.0,127.0,4.25,20.65,14.475,25.225,15.525,0.7475,0.9,29.05,84.0,0.3,223.25,6.0,742.0,-0.635,28.5601,77.1835,RK_Puram
2024-07-20 00:00:00,89.0,112.0,5.275,22.625,16.325,44.75,20.0,0.6475,,28.7,84.5,0.3,202.5,6.0,742.25,-2.31,28.5601,77.1835,RK_Puram
2024-07-20 01:00:00,90.0,134.0,4.45,36.8,23.175,46.65,25.475,0.6950000000000001,,28.25,85.0,0.3,198.0,5.75,741.75,-0.4875,28.5601,77.1835,RK_Puram
2024-07-20 02:00:00,64.0,103.0,3.525,13.275,9.95,35.7,20.575,0.435,35.45,28.1,85.0,0.3,196.0,6.0,742.0,0.1175,28.5601,77.1835,RK_Puram
2024-07-20 03:00:00,59.0,86.0,5.3,11.175,10.25,36.75,19.425,0.19,14.7,28.075000000000003,85.0,0.3,199.75,5.75,743.0,-2.1575,28.5601,77.1835,RK_Puram
2024-07-20 04:00:00,61.0,89.0,5.425,19.475,14.8,42.15,20.55,0.2774999999999999,44.0,27.8,85.0,0.3,202.25,6.0,742.5,-1.5475,28.5601,77.1835,RK_Puram
2024-07-20 05:00:00,46.0,58.0,4.45,16.05,12.15,37.35,13.775,0.0975,5.866666666666666,27.725,83.75,0.3,207.0,6.75,741.75,-0.1325,28.5601,77.1835,RK_Puram
2024-07-20 06:00:00,20.0,47.0,4.775,19.4,14.175,51.525,11.775,0.2325,6.966666666666666,28.175,83.0,0.3,180.5,23.0,741.75,-0.4475,28.5601,77.1835,RK_Puram
2024-07-20 07:00:00,79.0,106.0,7.3,22.65,18.0,48.125,12.925,0.37,19.35,29.4,82.0,0.3,197.75,109.5,742.0,-0.14,28.5601,77.1835,RK_Puram
2024-07-20 08:00:00,86.0,110.0,5.425,19.825,14.95,61.3,18.375,0.5875,48.5,30.95,79.0,0.3,213.5,186.0,741.5,-1.2325000000000002,28.5601,77.1835,RK_Puram
2024-07-20 09:00:00,73.0,113.0,4.9,12.75,10.775,38.825,21.975,0.6675,,31.725,75.75,0.3,199.5,171.5,742.0,0.165,28.5601,77.1835,RK_Puram
2024-07-20 10:00:00,68.0,92.0,4.775,11.625,10.1,27.375,17.65,0.5225,,34.025,68.5,0.3,192.0,257.75,742.0,0.4675,28.5601,77.1835,RK_Puram
2024-07-20 11:00:00,53.0,100.0,4.0,14.65,11.05,26.825,16.6,0.2575,,35.875,61.5,0.3,183.5,274.75,742.0,0.4925,28.5601,77.1835,RK_Puram
2024-07-20 12:00:00,57.0,106.0,4.6000000000000005,11.475,9.825,26.35,14.025,0.3675,8.85,37.15,58.0,0.3,181.25,278.0,742.0,0.2024999999999999,28.5601,77.1835,RK_Puram
2024-07-20 13:00:00,52.0,83.0,5.1,11.425,10.225,26.75,14.925,0.7925,6.550000000000001,36.55,59.0,0.3,185.5,155.75,742.0,-0.225,28.5601,77.1835,RK_Puram
2024-07-20 14:00:00,46.0,92.0,4.125,13.4,10.5,31.725,14.5,0.38,5.466666666666666,37.15,56.5,0.3,171.25,120.0,742.0,0.0975,28.5601,77.1835,RK_Puram
2024-07-20 15:00:00,44.0,79.0,4.2,21.675,14.95,48.25,16.075,0.2325,24.2,37.25,55.0,0.3,185.75,89.5,742.0,-0.065,28.5601,77.1835,RK_Puram
2024-07-20 16:00:00,48.0,90.0,3.575,12.1,9.325,53.3,15.65,0.2249999999999999,62.575,36.825,55.5,0.3,194.0,65.75,742.0,0.255,28.5601,77.1835,RK_Puram
2024-07-20 17:00:00,42.0,96.0,2.6,11.25,8.1,39.5,16.875,0.1325,,36.3,56.75,0.3,196.25,42.5,742.0,0.3175,28.5601,77.1835,RK_Puram
2024-07-20 18:00:00,40.0,90.0,3.8,17.15,12.225,29.85,15.8,0.325,,35.15,61.0,0.3,213.0,21.5,742.0,0.36,28.5601,77.1835,RK_Puram
2024-07-20 19:00:00,48.0,88.0,5.4,42.85,27.2,34.325,18.45,0.7325,,33.575,66.0,0.3,206.75,7.75,747.0,-1.33,28.5601,77.1835,RK_Puram
2024-07-20 20:00:00,64.0,140.0,7.95,73.775,45.7,39.775000000000006,24.025,1.04,,32.925,70.0,0.3,190.5,6.0,744.0,-1.38,28.5601,77.1835,RK_Puram
2024-07-20 21:00:00,72.0,135.0,11.425,54.975,38.525,27.45,17.9,1.2075,,32.375,72.75,0.3,191.5,6.0,742.0,-0.2724999999999999,28.5601,77.1835,RK_Puram
2024-07-20 22:00:00,90.0,145.0,5.625,38.925,25.325,36.8,18.1,1.17,,32.35,73.25,0.3,191.5,6.0,742.0,-0.4725,28.5601,77.1835,RK_Puram
2024-07-20 23:00:00,91.0,139.0,5.675,37.2,24.375,40.05,18.45,1.14,,31.925,75.5,0.3,190.25,6.0,742.0,-0.5625,28.5601,77.1835,RK_Puram
2024-07-21 00:00:00,80.0,122.0,5.4,34.95,22.975,51.425,18.95,0.9425,,32.025,74.5,0.3,188.75,6.0,743.25,-1.4500000000000002,28.5601,77.1835,RK_Puram
2024-07-21 01:00:00,,118.0,5.575,53.375,32.925,43.125,23.025,0.805,,31.525,76.75,0.3,166.5,6.0,742.25,-0.8275,28.5601,77.1835,RK_Puram
2024-07-21 02:00:00,,106.0,4.2,23.325,15.8,26.575,17.6,0.6275,,32.0,73.75,0.3,173.75,6.0,742.0,-0.1,28.5601,77.1835,RK_Puram
2024-07-21 03:00:00,,118.0,4.7,21.125,15.075,23.95,14.575,0.365,,31.85,73.25,0.3,180.75,6.0,743.25,-0.7024999999999999,28.5601,77.1835,RK_Puram
2024-07-21 04:00:00,,116.0,4.45,27.925,18.45,28.375,19.8,0.32,,31.175,75.5,0.3,204.25,6.0,744.25,-1.35,28.5601,77.1835,RK_Puram
2024-07-21 05:00:00,,95.0,3.675,20.025,13.6,21.075,11.625,0.1366666666666667,,30.9,77.0,0.325,183.0,6.0,741.5,-0.6825,28.5601,77.1835,RK_Puram
2024-07-21 06:00:00,,96.0,5.1,15.075,12.175,19.35,11.675,0.1225,,29.475,79.5,0.3,196.75,15.25,741.25,-0.6174999999999999,28.5601,77.1835,RK_Puram
2024-07-21 07:00:00,,61.0,5.975,17.05,13.925,27.825,9.8,0.2324999999999999,,28.45,84.25,0.3,234.75,13.5,759.75,-0.92,28.5601,77.1835,RK_Puram
2024-07-21 08:00:00,,64.0,7.225,19.925,16.475,48.675,14.725,0.59,,29.175,85.75,0.3,151.75,137.75,750.25,-0.805,28.5601,77.1835,RK_Puram
2024-07-21 09:00:00,,79.0,7.525,25.525,19.725,42.875,22.375,0.39,,33.625,74.5,0.3,186.75,324.5,742.75,-0.6225,28.5601,77.1835,RK_Puram
2024-07-21 10:00:00,,85.0,4.725,14.525,11.6,26.275,18.525,0.32,,35.75,66.75,0.3,202.75,310.25,742.0,-0.14,28.5601,77.1835,RK_Puram
2024-07-21 11:00:00,,92.0,4.8,13.5,11.075,22.275,16.075,0.4375,,36.75,63.75,0.3,195.25,263.0,742.0,-0.28,28.5601,77.1835,RK_Puram
2024-07-21 12:00:00,,97.0,4.975,12.55,10.7,20.7,14.175,0.4425,,36.55,63.5,0.3,207.25,190.75,742.0,-0.475,28.5601,77.1835,RK_Puram
2024-07-21 13:00:00,,105.0,3.975,13.15,10.25,19.625,13.8,0.4875,,36.925,61.25,0.3,185.5,175.5,742.0,-0.7925,28.5601,77.1835,RK_Puram
2024-07-21 14:00:00,,108.0,4.725,18.125,13.475,18.05,11.45,0.4125,,34.55,70.75,0.3,175.25,112.25,742.0,-0.615,28.5601,77.1835,RK_Puram
2024-07-21 15:00:00,,123.0,4.65,18.15,13.425,17.15,11.975,0.32,,35.125,67.75,0.3,164.0,92.25,742.0,-0.7875,28.5601,77.1835,RK_Puram
2024-07-21 16:00:00,,103.0,5.8,23.775,17.35,27.875,15.625,0.4499999999999999,,34.675,68.25,0.3,158.25,70.5,745.5,-1.72,28.5601,77.1835,RK_Puram
2024-07-21 17:00:00,,128.0,5.15,30.175,20.225,32.575,19.825,0.6875,,34.2,68.5,0.35,184.75,46.25,742.0,-1.0475,28.5601,77.1835,RK_Puram
2024-07-21 18:00:00,,100.0,6.9,42.05,27.975,18.95,16.0,0.4925,,33.575,69.5,0.3,173.0,24.5,742.0,-0.4825,28.5601,77.1835,RK_Puram
2024-07-21 19:00:00,,94.0,7.85,41.475,28.45,17.475,14.875,0.4425,,33.0,70.5,0.3,193.5,9.0,742.0,-0.7849999999999999,28.5601,77.1835,RK_Puram
2024-07-21 20:00:00,,88.0,5.15,21.95,15.85,22.0,15.325,0.4674999999999999,,32.275,71.75,0.3,201.25,6.0,743.75,-2.0700000000000003,28.5601,77.1835,RK_Puram
2024-07-21 21:00:00,,66.0,4.0,30.375,19.425,14.475,11.0,0.3725,,31.775,71.75,0.3,196.75,6.0,741.75,-1.8625,28.5601,77.1835,RK_Puram
2024-07-21 22:00:00,,75.0,5.0,25.225,17.5,15.825,11.875,0.4125,,31.725,73.5,0.3,198.5,6.0,742.0,-2.055,28.5601,77.1835,RK_Puram
2024-07-21 23:00:00,,107.0,4.85,20.4,14.8,19.8,11.725,0.3675,,31.5,74.75,0.3,194.5,6.0,742.0,-2.035,28.5601,77.1835,RK_Puram
2024-07-22 00:00:00,,83.0,3.725,22.575,15.05,37.7,13.675,0.4775,,31.2,75.5,0.3,194.25,6.0,745.5,-2.85,28.5601,77.1835,RK_Puram
2024-07-22 01:00:00,,88.0,5.05,32.075,21.15,64.3,22.85,0.4425,,30.75,78.0,0.3,202.75,6.0,745.0,-2.2175,28.5601,77.1835,RK_Puram
2024-07-22 02:00:00,,81.0,3.65,14.075,10.475,40.3,18.375,0.3225,24.225,30.475,78.5,0.3,201.5,6.0,742.0,-0.7725,28.5601,77.1835,RK_Puram
2024-07-22 03:00:00,,38.0,4.125,8.975,8.15,28.525,11.725,0.215,,30.2,79.25,0.3,193.75,6.0,742.0,-0.505,28.5601,77.1835,RK_Puram
2024-07-22 04:00:00,,52.0,3.6,12.375,9.55,24.35,11.3,0.2075,,29.95,80.75,0.3,189.25,6.0,742.0,-0.9975,28.5601,77.1835,RK_Puram
2024-07-22 05:00:00,,75.0,4.55,9.4,8.675,23.5,9.95,0.2225,,29.8,81.75,0.3,194.5,6.25,742.25,-2.4275,28.5601,77.1835,RK_Puram
2024-07-22 06:00:00,,89.0,4.65,11.025,9.625,29.35,11.725,0.41,,29.775,82.75,0.3,200.5,27.0,742.0,-2.31,28.5601,77.1835,RK_Puram
2024-07-22 07:00:00,,105.0,7.725,12.7,13.025,30.025,12.375,0.62,,30.775,81.25,0.3,193.5,102.0,742.0,-1.8675,28.5601,77.1835,RK_Puram
2024-07-22 08:00:00,,125.0,7.025,14.05,13.175,44.825,16.35,0.8,,32.375,77.25,0.3,205.0,206.5,744.0,-2.17,28.5601,77.1835,RK_Puram
2024-07-22 09:00:00,,123.0,6.1,13.5,12.175,33.75,18.825,0.725,,34.15,71.0,0.3,205.5,271.25,742.0,-1.295,28.5601,77.1835,RK_Puram
2024-07-22 10:00:00,,96.0,4.6,14.35,11.375,24.025,15.575,0.6125,,35.775,65.25,0.3,201.0,272.0,742.0,-1.17,28.5601,77.1835,RK_Puram
2024-07-22 11:00:00,,90.0,29.775,20.266666666666666,14.9,33.96666666666667,16.575,0.54,72.5,36.75,62.5,0.3,190.0,261.25,744.25,-1.98,28.5601,77.1835,RK_Puram
2024-07-22 12:00:00,56.0,118.0,4.9,16.0,12.55,32.65,23.0,0.6799999999999999,10.0,36.333333333333336,64.0,0.3,189.0,178.66666666666666,742.6666666666666,-2.4166666666666665,28.5601,77.1835,RK_Puram
2024-07-22 13:00:00,56.0,117.25,6.25,56.75,35.25,67.55,21.25,0.52,2.1,33.85,69.25,0.3,221.25,67.25,742.0,-1.8175,28.5601,77.1835,RK_Puram
2024-07-22 14:00:00,35.0,110.0,5.925,46.35,29.5,39.425,18.4,0.4499999999999999,5.266666666666667,27.875,84.25,0.3,163.75,25.5,777.0,-2.9025,28.5601,77.1835,RK_Puram
2024-07-22 15:00:00,,,6.775,38.675,26.075,41.975,16.75,0.5925,5.725,28.1,87.75,0.3,179.75,90.0,758.25,-4.2625,28.5601,77.1835,RK_Puram
2024-07-22 16:00:00,17.0,19.0,8.225000000000001,41.675,28.85,41.475,14.85,0.55,4.6,29.125,86.0,0.3,138.0,100.75,748.0,-4.8725000000000005,28.5601,77.1835,RK_Puram
